"Submit_ID","Brand_Reg","Model_No","Country","screensize","Screen_Tech","Avg_mode_power","Availability Status","Star2","Screen_Size_Inches","Screen_Size_Category_Num"
136372,"HISENSE","65A7G","China",163.896,"LCD (LED)",107.54,"Available",5,64.5258552,"65.0"
136391,"HISENSE","50A7G","China",125.731,"LCD (LED)",61.76,"Available",5.5,49.5002947,"50.0"
136407,"HISENSE","55A7G","China",138.783,"LCD (LED)",75.31,"Available",5.5,54.63886709999999,"55.0"
136650,"HISENSE","32A4G","China",80.04,"LCD (LED)",25.93,"Available",6,31.511748,"32.0"
136653,"HISENSE","55U7G","China",138.548,"LCD (LED)",96.71,"Available",4.5,54.5463476,"55.0"
136722,"HISENSE","75A7G","China",189.274,"LCD (LED)",125.66,"Available",5.5,74.5171738,"75.0"
136903,"SAMSUNG ELECTRONICS","QA65QN700AW","Vietnam",163.829,"LCD (LED)",220,"Available",2.5,64.4994773,"65.0"
136903,"SAMSUNG ELECTRONICS","QA65QN700AS","Vietnam",163.829,"LCD (LED)",220,"Available",2.5,64.4994773,"65.0"
136903,"SAMSUNG ELECTRONICS","QA65QN700A","Vietnam",163.829,"LCD (LED)",220,"Available",2.5,64.4994773,"65.0"
136914,"SAMSUNG ELECTRONICS","QA75QN700AW","Vietnam",189.306,"LCD (LED)",242,"Available",3,74.5297722,"75.0"
136914,"SAMSUNG ELECTRONICS","QA75QN700AS","Vietnam",189.306,"LCD (LED)",242,"Available",3,74.5297722,"75.0"
136914,"SAMSUNG ELECTRONICS","QA75QN700A","Vietnam",189.306,"LCD (LED)",242,"Available",3,74.5297722,"75.0"
136962,"HISENSE","75U7G","China",189.34,"LCD (LED)",173.3,"Available",4.5,74.543158,"75.0"
136970,"PHILIPS","55HFL2899T/79","China",138.783,"LCD (LED)",57,"Available",6,54.63886709999999,"55.0"
137016,"PHILIPS","65HFL2899T/79","China",163.896,"LCD (LED)",70.4,"Available",7,64.5258552,"65.0"
137043,"HISENSE","55U8G","China",138.783,"LCD (LED)",111.93,"Available",3.5,54.63886709999999,"55.0"
137047,"Linsar","LS70UHDNF","China",176.563,"LCD (LED)",111.08,"Available",6,69.5128531,"70.0"
137053,"HISENSE","65U8G","China",163.896,"LCD",151.23,"Available",3.5,64.5258552,"65.0"
137088,"FURRION","FDFD24A0D","China",60.468,"LCD",22,"Available",5,23.8062516,"24.0"
137098,"HISENSE","75U90G","China",189.34,"LCD (LED)",284.19,"Available",2,74.543158,"75.0"
137162,"CHiQ","U50G7H","China",125.725,"LCD (LED)",72,"Available",5,49.4979325,"50.0"
137163,"CHiQ","U55G7H","China",138.711,"LCD (LED)",95,"Available",4.5,54.6105207,"55.0"
137164,"CHiQ","U65G7H","China",163.829,"LCD (LED)",138,"Available",4.5,64.4994773,"65.0"
137166,"HISENSE","65U7G","China",163.896,"LCD (LED)",119.45,"Available",4.5,64.5258552,"65.0"
137205,"HISENSE","43A7G","China",107.986,"LCD (LED)",57.75,"Available",4.5,42.5140882,"43.0"
137247,"LG","70UP8050PVB","Indonesia,South Korea",176.564,"LCD (LED)",153,"Available",4.5,69.51324679999999,"70.0"
137248,"LG","32LT662MBTB","Indonesia,South Korea",80.043,"LCD (LED)",33,"Available",5,31.5129291,"32.0"
137271,"HISENSE","40A4G","China",100.332,"LCD (LED)",31.27,"Available",6,39.50070839999999,"40.0"
137363,"HISENSE","85U7G","China",214.783,"LCD (LED)",227.42,"Available",4,84.5600671,"85.0"
137382,"EKO","K75USG","China",189.442,"LCD (LED)",191.4,"Available",4,74.5833154,"75.0"
137382,"EKO","K750USG","China",189.442,"LCD (LED)",191.4,"Available",4,74.5833154,"75.0"
137383,"EKO","K550USG","China",138.897,"LCD (LED)",72.3,"Available",6,54.6837489,"55.0"
137492,"CAIXUN","LE-32K1","China",80.19,"LCD",25.21,"Available",6,31.570802999999998,"32.0"
137492,"CAIXUN","LE-32S1","China",80.19,"LCD",25.21,"Available",6,31.570802999999998,"32.0"
137492,"CAIXUN","LE-32F2","China",80.19,"LCD",25.21,"Available",6,31.570802999999998,"32.0"
137492,"CAIXUN","LE-32K1, LE-32S1, LE-32F2","China",80.19,"LCD",25.21,"Available",6,31.570802999999998,"32.0"
137506,"kogan","KALED32RH9210STB","China",79.967,"LCD (LED)",28,"Available",6,31.4830079,"32.0"
137506,"kogan","KALED32RH9220STB","China",79.967,"LCD (LED)",28,"Available",6,31.4830079,"32.0"
137536,"HISENSE","85U8G","China",214.783,"LCD (LED)",228.29,"Available",4,84.5600671,"85.0"
137550,"JVC","AV-HQ507115A","China",125.731,"LCD (LED)",56.97,"Available",5,49.5002947,"50.0"
137575,"CAIXUN","LE-43N1","Australia",107.988,"LCD",59.24,"Available",4.5,42.514875599999996,"43.0"
137575,"CAIXUN","LE-43F2","Australia",107.988,"LCD",59.24,"Available",4.5,42.514875599999996,"43.0"
137575,"CAIXUN","LE-43S1","Australia",107.988,"LCD",59.24,"Available",4.5,42.514875599999996,"43.0"
137575,"CAIXUN","LE-43N1, LE-43F2, LE-43S1","Australia",107.988,"LCD",59.24,"Available",4.5,42.514875599999996,"43.0"
137578,"CAIXUN","LE-40N1","Australia",100.266,"LCD",38.82,"Available",5.5,39.474724200000004,"40.0"
137578,"CAIXUN","LE-40F2","Australia",100.266,"LCD",38.82,"Available",5.5,39.474724200000004,"40.0"
137578,"CAIXUN","LE-40S1","Australia",100.266,"LCD",38.82,"Available",5.5,39.474724200000004,"40.0"
137578,"CAIXUN","LE-40N1, LE-40F2, LE-40S1","Australia",100.266,"LCD",38.82,"Available",5.5,39.474724200000004,"40.0"
137608,"JVC","AV-HQ557115A","China",138.783,"LCD (LED)",63.94,"Available",5,54.63886709999999,"55.0"
137622,"PHILIPS","19HFL5014W/12","China",47.013,"LCD (LED)",14.61,"Available",5,18.5090181,"19.0"
137622,"PHILIPS","19HFL5114W/12","China",47.013,"LCD (LED)",14.61,"Available",5,18.5090181,"19.0"
137678,"LG","43UR640S0TD","Indonesia,South Korea",107.987,"LCD (LED)",79,"Available",3.5,42.5144819,"43.0"
137679,"LG","50UR640S0TD","Indonesia,South Korea",125.727,"LCD (LED)",95,"Available",4,49.4987199,"50.0"
137680,"LG","55UR640S0TD","Indonesia,South Korea",138.783,"LCD (LED)",113,"Available",4,54.63886709999999,"55.0"
137681,"LG","65UR640S0TD","Indonesia,South Korea",163.897,"LCD (LED)",156,"Available",4,64.5262489,"65.0"
137682,"LG","75UR640S0TD","Indonesia,South Korea",189.275,"LCD (LED)",180,"Available",4.5,74.5175675,"75.0"
137683,"LG","86UR640S0TD","Indonesia,South Korea",217.425,"LCD (LED)",241,"Available",4.5,85.6002225,"86.0"
137725,"LOEWE","BILD v.65","Germany",163.878,"OLED",135,"Available",4.5,64.51876859999999,"65.0"
137740,"TOSHIBA","50C350KP","China",125.731,"LCD (LED)",66.16,"Available",5,49.5002947,"50.0"
137744,"TOSHIBA","43C350KP","China",107.986,"LCD (LED)",63.45,"Available",4,42.5140882,"43.0"
137749,"TOSHIBA","55C350KP","China",138.783,"LCD (LED)",81.49,"Available",5,54.63886709999999,"55.0"
137751,"TOSHIBA","65C350KP","China",163.896,"LCD (LED)",107.27,"Available",5,64.5258552,"65.0"
137868,"VEON","VN50U22021","China,Indonesia",125.731,"LCD (LED)",93.82,"Available",3.5,49.5002947,"50.0"
137949,"LG","65QNED91TPA","Indonesia,South Korea",163.897,"LCD (LED)",120,"Available",5,64.5262489,"65.0"
137950,"LG","65QNED96TPA","Indonesia,South Korea",163.897,"LCD (LED)",164,"Available",3.5,64.5262489,"65.0"
137951,"LG","65QNED99TPB","Indonesia,South Korea",163.897,"LCD (LED)",220,"Available",2.5,64.5262489,"65.0"
137962,"BAUHN","ATV75UHDW-0621","China",189.273,"LCD (LED)",106.97,"Available",6,74.51678009999999,"75.0"
138090,"JVC","AV-HQ657115A","China",163.897,"LCD (LED)",91.7,"Available",5,64.5262489,"65.0"
138101,"TEAC","LE70L521","China",176.57,"LCD (LED)",149.34,"Available",4.5,69.515609,"70.0"
138118,"EKO","K650USG","China",163.791,"LCD (LED)",134.4,"Available",4,64.4845167,"65.0"
138150,"EKO","K700USG","China",176.505,"LCD (LED)",160,"Available",4,69.49001849999999,"70.0"
138186,"EKO","K85USW","China",214.637,"LCD (LED)",305.2,"Available",3,84.5025869,"85.0"
138187,"BLAUPUNKT","BP50WOS","China",125.727,"LCD (LED)",78.3,"Available",4.5,49.4987199,"50.0"
138188,"EKO","K58USW","China",146.059,"LCD (LED)",102.9,"Available",4.5,57.503428299999996,"58.0"
138443,"SAMSUNG ELECTRONICS","QA65LS01TAW","Vietnam",163.829,"LCD (LED)",125,"Available",5,64.4994773,"65.0"
138443,"SAMSUNG ELECTRONICS","QA65LS01TAS","Vietnam",163.829,"LCD (LED)",125,"Available",5,64.4994773,"65.0"
138457,"Kogan","KALED70UN8910SGA","China",176.564,"LCD",140.1,"Available",5,69.51324679999999,"70.0"
138574,"HISENSE","75U8G","China",189.274,"LCD (LED)",169.86,"Available",4.5,74.5171738,"75.0"
138575,"VEON","VN55WOS2021","China",138.783,"LCD (LED)",104.9,"Available",4,54.63886709999999,"55.0"
138576,"VEON","VN58U22021N","China,Indonesia",146.13,"LCD (LED)",115.41,"Available",4,57.531380999999996,"58.0"
138617,"SAMSUNG ELECTRONICS","QA55QN700AS","Vietnam",138.711,"LCD (LED)",198,"Available",1.5,54.6105207,"55.0"
138623,"EKO","K65USW","China",163.888,"LCD (LED)",127.8,"Available",4.5,64.5227056,"65.0"
138660,"Gorilla","GSTV42TV1","China",105.348,"LCD (LED)",43,"Available",6,41.4755076,"42.0"
138766,"Gorilla","GSTV32TV3","China",79.967,"LCD (LED)",28,"Available",6,31.4830079,"32.0"
138861,"KONIC","KUD65MD686AS2","China",163.896,"LCD",122.59,"Available",5,64.5258552,"65.0"
138937,"SHARP","8T-C70DW1X","Malaysia",176.586,"LCD (LED)",178,"Available",4,69.5219082,"70.0"
138939,"SHARP","4T-C70CK3X","Malaysia",176.815,"LCD (LED)",157.82,"Available",4.5,69.6120655,"70.0"
138941,"SHARP","4T-C60CK1X","Malaysia",152.663,"LCD (LED)",128.8,"Available",4,60.1034231,"60.0"
138942,"SHARP","2T-C32BG1X","Malaysia",80.034,"LCD (LED)",33.52,"Available",5,31.5093858,"32.0"
138959,"CHiQ","L32G7H","China",79.967,"LCD (LED)",28,"Available",6,31.4830079,"32.0"
138960,"CHiQ","U43G7H","China",107.863,"LCD (LED)",65,"Available",4.5,42.4656631,"43.0"
139006,"BAUHN","ATV65UHDW-1021","China",163.896,"LCD (LED)",95.274,"Available",6,64.5258552,"65.0"
139111,"SAMSUNG ELECTRONICS","QA85LS03AAW","Vietnam",214.783,"LCD (LED)",225,"Available",4.5,84.5600671,"85.0"
139111,"SAMSUNG ELECTRONICS","QA85LS03AAS","Vietnam",214.783,"LCD (LED)",225,"Available",4.5,84.5600671,"85.0"
139113,"HISENSE","85U80G","China",214.783,"LCD (LED)",270.3,"Available",3.5,84.5600671,"85.0"
139121,"SAMSUNG ELECTRONICS","HG55Q60AAAW","Vietnam",138.711,"LCD (LED)",84,"Available",5,54.6105207,"55.0"
139124,"SAMSUNG ELECTRONICS","HG65Q60AAAW","Vietnam",163.829,"LCD (LED)",104,"Available",5.5,64.4994773,"65.0"
139126,"SAMSUNG ELECTRONICS","HG75Q60AAAW","Vietnam",189.306,"LCD (LED)",195,"Available",4,74.5297722,"75.0"
139131,"KOGAN","KALED19PRIZB","China",47.013,"LCD (LED)",16.1448,"Available",5,18.5090181,"19.0"
139219,"SAMSUNG ELECTRONICS","HG43Q60AAAW","Vietnam",107.95,"LCD (LED)",69,"Available",4,42.499915,"43.0"
139223,"SAMSUNG ELECTRONICS","HG50Q60AAAW","Vietnam",125.725,"LCD (LED)",78,"Available",4.5,49.4979325,"50.0"
139282,"HISENSE","65U80G","China",163.896,"LCD (LED)",194.11,"Available",2.5,64.5258552,"65.0"
139597,"SAMSUNG ELECTRONICS","QA55Q60ABW","Vietnam",138.798,"LCD (LED)",88,"Available",5,54.6447726,"55.0"
139597,"SAMSUNG ELECTRONICS","QA55Q60ABS","Vietnam",138.798,"LCD (LED)",88,"Available",5,54.6447726,"55.0"
139598,"SAMSUNG ELECTRONICS","QA65Q60ABW","Vietnam",163.829,"LCD (LED)",117,"Available",5,64.4994773,"65.0"
139598,"SAMSUNG ELECTRONICS","QA65Q60ABS","Vietnam",163.829,"LCD (LED)",117,"Available",5,64.4994773,"65.0"
139600,"SAMSUNG ELECTRONICS","QA75Q60ABW","Vietnam",189.306,"LCD (LED)",155,"Available",5,74.5297722,"75.0"
139600,"SAMSUNG ELECTRONICS","QA75Q60ABS","Vietnam",189.306,"LCD (LED)",155,"Available",5,74.5297722,"75.0"
139602,"SAMSUNG ELECTRONICS","QA85Q60ABW","Vietnam",214.783,"LCD (LED)",176,"Available",5.5,84.5600671,"85.0"
139602,"SAMSUNG ELECTRONICS","QA85Q60ABS","Vietnam",214.783,"LCD (LED)",176,"Available",5.5,84.5600671,"85.0"
139606,"SAMSUNG ELECTRONICS","QA50Q60ABS","Vietnam",125.725,"LCD (LED)",82,"Available",4.5,49.4979325,"50.0"
139607,"SAMSUNG ELECTRONICS","QA43Q60ABS","Vietnam",107.95,"LCD (LED)",72,"Available",4,42.499915,"43.0"
139660,"SMTV","LED-43JIL0421-1","China",107.912,"LCD (LED)",50.909,"Available",5.5,42.4849544,"43.0"
139689,"TOSHIBA","75C350KP","China",189.274,"LCD (LED)",131.33,"Available",5.5,74.5171738,"75.0"
139699,"EKO","K400FSG","China",100.332,"LCD (LED)",41.5,"Available",5.5,39.50070839999999,"40.0"
139702,"JVC","LT-55N7125A","China",139.022,"LCD",106.02,"Available",3.5,54.73296139999999,"55.0"
139791,"AKAI","AK5821S6WOS","China",146.068,"LCD (LED)",76.37,"Available",6,57.50697160000001,"58.0"
139792,"SHARP","2T-C42BG1X","Malaysia",105.415,"LCD (LED)",47.72,"Available",5.5,41.5018855,"42.0"
139816,"AKAI","AK6521S6WOS","China",163.896,"LCD (LED)",92.66,"Available",6,64.5258552,"65.0"
139901,"KONKA","KUD55WT808AN","China",138.783,"LCD (LED)",92.33,"Available",5,54.63886709999999,"55.0"
139901,"KONKA","UDG55NR680ANTS","China",138.783,"LCD (LED)",92.33,"Available",5,54.63886709999999,"55.0"
139901,"KONKA","55AN","China",138.783,"LCD (LED)",92.33,"Available",5,54.63886709999999,"55.0"
139909,"HISENSE","85A7G","China",214.783,"LCD (LED)",172.02,"Available",5.5,84.5600671,"85.0"
139965,"SAMSUNG ELECTRONICS","UA70AU7000W","Vietnam",176.497,"LCD (LED)",135,"Available",5,69.4868689,"70.0"
139965,"SAMSUNG ELECTRONICS","UA70AU7000S","Vietnam",176.497,"LCD (LED)",135,"Available",5,69.4868689,"70.0"
139965,"SAMSUNG ELECTRONICS","UA70AU7000","Vietnam",176.497,"LCD (LED)",135,"Available",5,69.4868689,"70.0"
140034,"KONKA","UDG50NR680ANTS","China",125.731,"LCD (LED)",75.43,"Available",5,49.5002947,"50.0"
140034,"KONKA","KUD50WT808AN","China",125.731,"LCD (LED)",75.43,"Available",5,49.5002947,"50.0"
140034,"KONKA","50AN","China",125.731,"LCD (LED)",75.43,"Available",5,49.5002947,"50.0"
140041,"METZ","65MXD9500A","China,Indonesia",164.249,"OLED",139.4,"Available",4,64.6648313,"65.0"
140042,"METZ","55MXD9500A","China,Indonesia",138.554,"OLED",103.3,"Available",4,54.5487098,"55.0"
140075,"SAMSUNG ELECTRONICS","UA40T6500AS","Vietnam",100.305,"LCD (LED)",59,"Available",4,39.4900785,"40.0"
140130,"PHILIPS","24HFL3011T/12","Poland",59.687,"LCD (LED)",17.38,"Available",6,23.498771899999998,"24.0"
140286,"PHILIPS","43HFL5011T/12","Poland",108.037,"LCD (LED)",43.23,"Available",6,42.5341669,"43.0"
140289,"PHILIPS","49HFL5011T/12","Poland",123.17,"LCD (LED)",47.37,"Available",7,48.492029,"49.0"
140292,"PHILIPS","55HFL5011T/12","Poland",138.935,"LCD (LED)",54.84,"Available",7,54.6987095,"55.0"
140296,"PHILIPS","65HFL7111T/12","Poland",163.655,"LCD (LED)",131.3,"Available",4.5,64.4309735,"65.0"
140297,"PHILIPS","55HFL7011T/12","Poland",138.798,"LCD (LED)",140.3,"Available",3,54.6447726,"55.0"
140332,"SAMSUNG ELECTRONICS","QA98QN90AAW","Vietnam",247.691,"LCD (LED)",308,"Available",4.5,97.5159467,"98.0"
140332,"SAMSUNG ELECTRONICS","QA98QN90AAS","Vietnam",247.691,"LCD (LED)",308,"Available",4.5,97.5159467,"98.0"
140334,"EKO","K55USW","China",138.783,"LCD (LED)",84.82,"Available",5,54.63886709999999,"55.0"
140365,"AKAI","AK5021S6WOS","China",125.731,"LCD (LED)",55.35,"Available",6,49.5002947,"50.0"
140373,"AKAI","AK7521S6WOS","China",189.273,"LCD (LED)",106.97,"Available",6,74.51678009999999,"75.0"
140426,"TOSHIBA","55Z770KP","China",138.783,"LCD (LED)",103.48,"Available",4,54.63886709999999,"55.0"
140441,"EKO","K32HSW","China",80.039,"LCD (LED)",36.95,"Available",4.5,31.5113543,"32.0"
140455,"TOSHIBA","65Z770KP","China",163.896,"LCD (LED)",132.81,"Available",4.5,64.5258552,"65.0"
140475,"DGTEC","DG65UHDOS","China",163.897,"LCD (LED)",96.3,"Available",6,64.5262489,"65.0"
140494,"AKAI","AK7021S6WOS","China",176.592,"LCD",100.2,"Available",6,69.5242704,"70.0"
140695,"BLAUPUNKT","BP65WOS","China",163.888,"LCD (LED)",127.8,"Available",4.5,64.5227056,"65.0"
140714,"Altius","AT24CFHD-BCF","China",59.774,"LCD (LED)",18,"Available",6,23.5330238,"24.0"
140784,"Shenzhen Xinchaoda Technology Co., Ltd","LEQ65W722","China",163.896,"LCD (LED)",100.64,"Available",6,64.5258552,"65.0"
140827,"MYVI","UR-LED2401DVD","China",60.319,"LCD",21.96,"Available",5,23.747590300000002,"24.0"
140849,"Sharp","8T-C60DW1X","Malaysia",152.663,"LCD (LED)",138,"Available",4,60.1034231,"60.0"
140924,"Altius","LS24C12V","China",59.774,"LCD (LED)",18,"Available",6,23.5330238,"24.0"
140925,"AKAI","AK2421FHD","China",59.774,"LCD (LED)",18,"Available",6,23.5330238,"24.0"
140925,"AKAI","AK2421HD","China",59.774,"LCD (LED)",18,"Available",6,23.5330238,"24.0"
140925,"AKAI","AK2421S5D","China",59.774,"LCD (LED)",18,"Available",6,23.5330238,"24.0"
140930,"HISENSE","50A6G","China",125.731,"LCD (LED)",67.65,"Available",5,49.5002947,"50.0"
140943,"EKO","K320HSG","China",80.039,"LCD (LED)",25.92,"Available",5.5,31.5113543,"32.0"
140955,"HISENSE","58A6G","China",146.068,"LCD (LED)",80.04,"Available",5.5,57.50697160000001,"58.0"
140988,"HISENSE","75U9G","China",189.274,"LCD (LED)",167.08,"Available",4.5,74.5171738,"75.0"
140992,"JVC","JV75ID7A2021Q","China",189.268,"LCD (LED)",126,"Available",4,74.5148116,"75.0"
140994,"JVC","JV58ID7A2021UN","China",145.865,"LCD (LED)",105.8,"Available",4,57.4270505,"58.0"
141068,"HISENSE","65U9G","China",163.896,"LCD (LED)",152.07,"Available",3.5,64.5258552,"65.0"
141093,"HISENSE","70A6G","China",176.57,"LCD (LED)",106.02,"Available",6,69.515609,"70.0"
141104,"LG","50UR765H0VA","Indonesia,South Korea",125.727,"LCD (LED)",78,"Available",4.5,49.4987199,"50.0"
141105,"LG","55UR765H0VA","Indonesia,South Korea",138.783,"LCD (LED)",80,"Available",5.5,54.63886709999999,"55.0"
141106,"LG","65UR765H0VD","Indonesia,South Korea",163.897,"LCD (LED)",115,"Available",5,64.5262489,"65.0"
141108,"LG","75UR765H0VD","Indonesia,South Korea",189.275,"LCD (LED)",140,"Available",5.5,74.5175675,"75.0"
141142,"VEON","VN50WOS2021","China",125.725,"LCD (LED)",92.8,"Available",3.5,49.4979325,"50.0"
141193,"KOGAN","KALED42RT9220SVA","China",105.415,"LCD (LED)",41.38,"Available",6,41.5018855,"42.0"
141237,"KOGAN","KALED24RT9220SVA","China",59.824,"LCD (LED)",17.74,"Available",5.5,23.552708799999998,"24.0"
141271,"KOGAN","KALED32RT9220SVA","China",80.039,"LCD (LED)",25.92,"Available",5.5,31.5113543,"32.0"
141284,"PHILIPS","50PUT7906/75","China",125.741,"LCD (LED)",93.12,"Available",3.5,49.5042317,"50.0"
141284,"PHILIPS","50PUT7906/79","China",125.741,"LCD (LED)",93.12,"Available",3.5,49.5042317,"50.0"
141291,"PHILIPS","70PUT7906/79","China",176.566,"LCD (LED)",146.3,"Available",4.5,69.5140342,"70.0"
141291,"PHILIPS","70PUT7906/75","China",176.566,"LCD (LED)",146.3,"Available",4.5,69.5140342,"70.0"
141293,"PHILIPS","65PUT7906/79","China",163.897,"LCD (LED)",128.4,"Available",4.5,64.5262489,"65.0"
141293,"PHILIPS","65PUT7906/75","China",163.897,"LCD (LED)",128.4,"Available",4.5,64.5262489,"65.0"
141305,"BLAUPUNKT","BP85WOS","China",214.783,"LCD",306.3,"Available",3,84.5600671,"85.0"
141307,"BLAUPUNKT","BP75WOS","China",189.321,"LCD",219,"Available",3.5,74.5356777,"75.0"
141325,"SMTV","55JIL0721-1","China",138.798,"LCD (LED)",94.22,"Available",4.5,54.6447726,"55.0"
141325,"SMTV","LD55UDS-F1","China",138.798,"LCD (LED)",94.22,"Available",4.5,54.6447726,"55.0"
141379,"SAMSUNG ELECTRONICS","UA43AU7002S","China,Vietnam",107.956,"LCD (LED)",64,"Available",4.5,42.5022772,"43.0"
141614,"SMTV","65JIL0721-1","China",163.791,"LCD (LED)",108.56,"Available",5.5,64.4845167,"65.0"
141614,"SMTV","LD65UDS-F1","China",163.791,"LCD (LED)",108.56,"Available",5.5,64.4845167,"65.0"
141620,"KOGAN","KALED75RT9220SVA","China",189.32,"LCD (LED)",208.8,"Available",4,74.53528399999999,"75.0"
141655,"PHILIPS","43HFL5214U/97","China",107.986,"LCD (LED)",51.04,"Available",5,42.5140882,"43.0"
141655,"PHILIPS","43BFL2214/97","China",107.986,"LCD (LED)",51.04,"Available",5,42.5140882,"43.0"
141656,"PHILIPS","75BFL2214/97","China",189.274,"LCD (LED)",111.72,"Available",6,74.5171738,"75.0"
141658,"PHILIPS","55PUT7906/79","China",138.783,"LCD (LED)",105.46,"Available",4,54.63886709999999,"55.0"
141658,"PHILIPS","55PUT7906/75","China",138.783,"LCD (LED)",105.46,"Available",4,54.63886709999999,"55.0"
141716,"Polaroid","PL6521OS","China",163.896,"LCD (LED)",95.274,"Available",6,64.5258552,"65.0"
141748,"AKAI","AK3221S6WOS","China",80.054,"LCD (LED)",25.5,"Available",6,31.5172598,"32.0"
141777,"EKO","K240HSG","China",59.824,"LCD (LED)",17.74,"Available",5.5,23.552708799999998,"24.0"
141784,"PHILIPS","50HFL5214U/97","China",125.741,"LCD (LED)",62.33,"Available",5.5,49.5042317,"50.0"
141784,"PHILIPS","50BFL2214/97","China",125.741,"LCD (LED)",62.33,"Available",5.5,49.5042317,"50.0"
141792,"PHILIPS","65HFL5214U/97","China",163.897,"LCD (LED)",94.45,"Available",5.5,64.5262489,"65.0"
141792,"PHILIPS","65BFL2214/97","China",163.897,"LCD (LED)",94.45,"Available",5.5,64.5262489,"65.0"
141806,"PHILIPS","55HFL5214U/97","China",138.783,"LCD (LED)",70.66,"Available",5.5,54.63886709999999,"55.0"
141806,"PHILIPS","55BFL2214/97","China",138.783,"LCD (LED)",70.66,"Available",5.5,54.63886709999999,"55.0"
141823,"WALTON","43D210N","Bangladesh",109.275,"LCD (LED)",36.4,"Available",7,43.0215675,"43.0"
141823,"WALTON","W43D210N","Bangladesh",109.275,"LCD (LED)",36.4,"Available",7,43.0215675,"43.0"
141823,"WALTON","W43D210NAU","Bangladesh",109.275,"LCD (LED)",36.4,"Available",7,43.0215675,"43.0"
141828,"VEON","VN55WOS2022","China",138.783,"LCD (LED)",105.9,"Available",4,54.63886709999999,"55.0"
142035,"BLAUPUNKT","BP650USG9500","China",163.896,"LCD",126.93,"Available",4.5,64.5258552,"65.0"
142036,"EKO","K40FSW","China",100.332,"LCD (LED)",54.5,"Available",4.5,39.50070839999999,"40.0"
142044,"Polaroid","PL3221OS","China",80.054,"LCD (LED)",25.5,"Available",6,31.5172598,"32.0"
142136,"SAMSUNG ELECTRONICS","QA55Q95TDW","Vietnam",138.783,"LCD (LED)",140,"Available",3,54.63886709999999,"55.0"
142136,"SAMSUNG ELECTRONICS","QA55Q95TDS","Vietnam",138.783,"LCD (LED)",140,"Available",3,54.63886709999999,"55.0"
142137,"SAMSUNG ELECTRONICS","QA65Q95TDW","Vietnam",163.897,"LCD (LED)",205,"Available",2.5,64.5262489,"65.0"
142137,"SAMSUNG ELECTRONICS","QA65Q95TDS","Vietnam",163.897,"LCD (LED)",205,"Available",2.5,64.5262489,"65.0"
142140,"SAMSUNG ELECTRONICS","QA75Q95TDW","Vietnam",189.338,"LCD (LED)",237,"Available",3,74.5423706,"75.0"
142151,"Panasonic","TH-32JS610Z","China",80.054,"LCD (LED)",28.33,"Available",5,31.5172598,"32.0"
142153,"Panasonic","TH-43JS610Z","China",108.124,"LCD (LED)",38.85,"Available",6,42.568418799999996,"43.0"
142168,"ShareTV","ST1922G","China",54.392,"LCD",28.1,"Available",3,21.4141304,"22.0"
142171,"kogan","KAQLED55XQ9610STA","China",138.711,"LCD",113,"Available",4,54.6105207,"55.0"
142174,"PHILIPS","55OLED706/75","China",138.783,"LCD (LED)",148,"Available",2.5,54.63886709999999,"55.0"
142174,"PHILIPS","55OLED706/79","China",138.783,"LCD (LED)",148,"Available",2.5,54.63886709999999,"55.0"
142181,"BLAUPUNKT","BP4000F","China",100.332,"LCD (LED)",57.3,"Available",4.5,39.50070839999999,"40.0"
142195,"VEON","VN40WOS2021","China",100.353,"LCD (LED)",47.3,"Available",5,39.5089761,"40.0"
142214,"Stan Cash","TV185CLEARA","China",46.787,"LCD (LED)",16.1569,"Available",5,18.4200419,"19.0"
142225,"PHILIPS","75PUT7906/79","China",189.275,"LCD (LED)",169.26,"Available",4.5,74.5175675,"75.0"
142225,"PHILIPS","75PUT7906/75","China",189.275,"LCD (LED)",169.26,"Available",4.5,74.5175675,"75.0"
142241,"Caixun","LE-40V1","China",100.332,"LCD (LED)",38.92,"Available",6,39.50070839999999,"40.0"
142382,"kogan","KALED43XT9610STA","China",107.95,"LCD",65,"Available",4.5,42.499915,"43.0"
142395,"PHILIPS","65PML9506/79","China",163.897,"LCD (LED)",180,"Available",3,64.5262489,"65.0"
142395,"PHILIPS","65PML9506/75","China",163.897,"LCD (LED)",180,"Available",3,64.5262489,"65.0"
142402,"SAMSUNG ELECTRONICS","HG43AJ690YK","Vietnam",107.987,"LCD (LED)",69,"Available",4,42.5144819,"43.0"
142403,"SAMSUNG ELECTRONICS","HG55AJ690YK","Vietnam",138.783,"LCD (LED)",91,"Available",5,54.63886709999999,"55.0"
142408,"SAMSUNG ELECTRONICS","HG50AJ690YK","Vietnam",125.727,"LCD (LED)",85,"Available",4.5,49.4987199,"50.0"
142409,"SAMSUNG ELECTRONICS","HG65AJ690YK","Vietnam",163.897,"LCD (LED)",116,"Available",5,64.5262489,"65.0"
142410,"SAMSUNG ELECTRONICS","HG75AJ690YK","Vietnam",189.333,"LCD (LED)",154,"Available",5,74.5404021,"75.0"
142421,"SAMSUNG ELECTRONICS","UA50AU7002S","China",125.727,"LCD (LED)",71,"Available",5,49.4987199,"50.0"
142458,"EKO","K45FSW","China",116.809,"LCD",66.49,"Available",5,45.9877033,"46.0"
