_id,Submit_ID,Brand_Reg,Model_No,Family Name,SoldIn,Country,screensize,Screen_Area,Screen_Tech,Pasv_stnd_power,Act_stnd_power,Act_stnd_time,Avg_mode_power,Star,SRI,Labelled energy consumption (kWh/year),SubmitStatus,ExpDate,GrandDate,Product Class,Availability Status,Star2,Product Website,Representative Brand URL,Star Rating Index,Star Image Large,Star Image Small,Power supply,Tuner Type,What test standard was used,Registration Number,Regulatory Standard
1,136372,HISENSE,65A7G,,"Australia,New Zealand",China,163.896,11478.122496000002,LCD (LED),0.296,0.0,0.0,107.54,N/A,N/A,458.0,Approved,2026-04-12,,Single product class,Available,5.0,http://global.hisense.com/,http://www.hisense.com.au,5.07670145267907,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4442,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
2,136391,HISENSE,50A7G,,"Australia,New Zealand",China,125.731,6754.867344,LCD (LED),0.304,0.0,0.0,61.76,N/A,N/A,254.0,Approved,2026-04-12,,Single product class,Available,5.5,http://global.hisense.com/,http://www.hisense.com.au,5.519365722220251,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4440,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
3,136407,HISENSE,55A7G,,"Australia,New Zealand",China,138.783,8230.118400000001,LCD (LED),0.296,0.0,0.0,75.31,N/A,N/A,304.0,Approved,2026-04-12,,Single product class,Available,5.5,http://global.hisense.com/,http://www.hisense.com.au,5.52322847238293,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4441,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
4,136650,HISENSE,32A4G,,"Australia,New Zealand",China,80.04,2736.7587940000003,LCD (LED),0.35,0.0,0.0,25.93,N/A,N/A,104.0,Approved,2026-04-12,,Single product class,Available,6.0,http://global.hisense.com/,http://www.hisense.com.au,6.051110422730285,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4443,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
5,136653,HISENSE,55U7G,,"Australia,New Zealand",China,138.548,8211.7476,LCD (LED),0.45,0.0,0.0,96.71,N/A,N/A,380.0,Approved,2026-04-26,,Single product class,Available,4.5,http://global.hisense.com/,http://www.hisense.com.au,4.514000251781598,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4455,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
6,136722,HISENSE,75A7G,,"Australia,New Zealand",China,189.274,15307.855004000001,LCD (LED),0.304,0.0,0.0,125.66,N/A,N/A,528.0,Approved,2026-04-26,,Single product class,Available,5.5,http://global.hisense.com/,http://www.hisense.com.au,5.664686296385817,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4453,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
7,136860,EKO,K70USW,,Australia,China,176.566,13118.7698,LCD (LED),0.32,0.4,4.0,139.54,N/A,N/A,572.0,Approved,2026-04-15,,Single product class,Unavailable,4.5,http://www.ayonz.com/,,4.646994909492895,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4445,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
8,136903,SAMSUNG ELECTRONICS,QA65QN700AW,QA65QN700A,"Australia,Fiji,New Zealand",Vietnam,163.829,11466.84,LCD (LED),0.5,0.0,0.0,220.0,N/A,N/A,806.0,Approved,2026-03-29,,Single product class,Available,2.5,,http://www.samsung.com.au,2.5395839059836804,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,Internal,Digital,,ATV4431,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
9,136903,SAMSUNG ELECTRONICS,QA65QN700AS,QA65QN700A,"Australia,Fiji,New Zealand",Vietnam,163.829,11466.84,LCD (LED),0.5,0.0,0.0,220.0,N/A,N/A,806.0,Approved,2026-03-29,,Single product class,Available,2.5,,http://www.samsung.com.au,2.5395839059836804,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,Internal,Digital,,ATV4431,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
10,136903,SAMSUNG ELECTRONICS,QA65QN700A,QA65QN700A,"Australia,Fiji,New Zealand",Vietnam,163.829,11466.84,LCD (LED),0.5,0.0,0.0,220.0,N/A,N/A,806.0,Approved,2026-03-29,,Single product class,Available,2.5,,http://www.samsung.com.au,2.5395839059836804,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,Internal,Digital,,ATV4431,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
11,136913,LOEWE,LOEWE,LOEWE,Australia,Germany,108.037,4983.18,LCD (LED),0.26,36.6,1.0,73.7,N/A,N/A,284.0,Approved,2026-04-19,,Single product class,Unavailable,3.5,,,3.803059082465918,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4448,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
12,136914,SAMSUNG ELECTRONICS,QA75QN700AW,QA75QN700A,"Australia,Fiji,New Zealand",Vietnam,189.306,15312.0,LCD (LED),0.5,0.0,0.0,242.0,N/A,N/A,886.0,Approved,2026-03-29,,Single product class,Available,3.0,,http://www.samsung.com.au,3.3461708500067613,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,Internal,Digital,,ATV4432,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
13,136914,SAMSUNG ELECTRONICS,QA75QN700AS,QA75QN700A,"Australia,Fiji,New Zealand",Vietnam,189.306,15312.0,LCD (LED),0.5,0.0,0.0,242.0,N/A,N/A,886.0,Approved,2026-03-29,,Single product class,Available,3.0,,http://www.samsung.com.au,3.3461708500067613,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,Internal,Digital,,ATV4432,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
14,136914,SAMSUNG ELECTRONICS,QA75QN700A,QA75QN700A,"Australia,Fiji,New Zealand",Vietnam,189.306,15312.0,LCD (LED),0.5,0.0,0.0,242.0,N/A,N/A,886.0,Approved,2026-03-29,,Single product class,Available,3.0,,http://www.samsung.com.au,3.3461708500067613,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,Internal,Digital,,ATV4432,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
15,136915,LOEWE,LOEWE,LOEWE,Australia,Germany,125.725,6751.36,LCD (LED),0.27,32.3,1.0,95.9,N/A,N/A,364.0,Approved,2026-04-20,,Single product class,Unavailable,3.5,,,3.904754114686561,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4449,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
16,136962,HISENSE,75U7G,,"Australia,New Zealand",China,189.34,15318.517823999999,LCD (LED),0.297,0.0,0.0,173.3,N/A,N/A,684.0,Approved,2026-04-26,,Single product class,Available,4.5,http://global.hisense.com/,http://www.hisense.com.au,4.507602579376243,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4454,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
17,136970,PHILIPS,55HFL2899T/79,,"Australia,Fiji,New Zealand",China,138.783,8230.118400000001,LCD (LED),0.22,9.0,0.166,57.0,N/A,N/A,238.0,Approved,2026-04-23,,Single product class,Available,6.0,https://www.westan.net.nz,https://www.philips.com.au/,6.620087540427892,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4450,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
18,137016,PHILIPS,65HFL2899T/79,,"Australia,Fiji,New Zealand",China,163.896,11478.122496000002,LCD (LED),0.26,11.6,0.166,70.4,N/A,N/A,295.0,Approved,2026-04-23,,Single product class,Available,7.0,https://www.westan.net.nz,https://www.philips.com.au/,7.048050502129969,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_7_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-7.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4451,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
19,137043,HISENSE,55U8G,,Australia,China,138.783,8230.118400000001,LCD (LED),0.346,0.0,0.0,111.93,N/A,N/A,468.0,Approved,2026-04-26,,Single product class,Available,3.5,,http://www.hisense.com.au,3.5897619125363893,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4456,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
20,137047,Linsar,LS70UHDNF,,Australia,China,176.563,13320.853056,LCD (LED),0.573,0.622,14.0,111.08,N/A,N/A,429.0,Approved,2026-05-03,,Single product class,Available,6.0,,,6.001278565074133,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4471,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
21,137053,HISENSE,65U8G,,"Australia,New Zealand",China,163.896,11478.122496000002,LCD,0.368,0.0,0.0,151.23,N/A,N/A,638.0,Approved,2026-05-21,,Single product class,Available,3.5,,http://www.hisense.com.au,3.5912491629830012,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4488,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
22,137088,FURRION,FDFD24A0D,,"Australia,Fiji,New Zealand",China,60.468,1562.555,LCD,-,-,-,22.0,N/A,N/A,85.0,Approved,2026-04-08,,Single product class,Available,5.0,,,5.082021380470149,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4437,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
23,137098,HISENSE,75U90G,,"Australia,New Zealand",China,189.34,15318.517823999999,LCD (LED),0.354,0.0,0.0,284.19,N/A,N/A,1190.0,Approved,2026-05-20,,Single product class,Available,2.0,,http://www.hisense.com.au,2.0260131934329992,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4487,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
24,137162,CHiQ,U50G7H,,"Australia,Fiji,New Zealand",China,125.725,6751.36,LCD (LED),-,-,-,72.0,N/A,N/A,265.0,Approved,2026-04-06,,Single product class,Available,5.0,,https://www.chiq.com.au/,5.32726460078863,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,unknown,AS/NZS 62087.1:2010,ATV4434,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
25,137163,CHiQ,U55G7H,,"Australia,Fiji,New Zealand",China,138.711,8221.2,LCD (LED),-,-,-,95.0,N/A,N/A,349.0,Approved,2026-04-07,,Single product class,Available,4.5,,https://www.chiq.com.au/,4.900116709532181,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,unknown,AS/NZS 62087.1:2010,ATV4436,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
26,137164,CHiQ,U65G7H,,"Australia,Fiji,New Zealand",China,163.829,11466.84,LCD (LED),-,-,-,138.0,N/A,N/A,506.0,Approved,2026-04-06,,Single product class,Available,4.5,,https://www.chiq.com.au/,4.62589592565582,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,unknown,AS/NZS 62087.1:2010,ATV4435,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
27,137166,HISENSE,65U7G,,"Australia,New Zealand",China,163.896,11478.122496000002,LCD (LED),0.28,0.0,0.0,119.45,N/A,N/A,492.0,Approved,2026-05-24,,Single product class,Available,4.5,http://global.hisense.com/,http://www.hisense.com.au,4.755789053658901,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4491,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
28,137205,HISENSE,43A7G,,"Australia,New Zealand",China,107.986,4982.795156,LCD (LED),0.32,0.0,0.0,57.75,N/A,N/A,240.0,Approved,2026-05-21,,Single product class,Available,4.5,http://global.hisense.com/,http://www.hisense.com.au,4.557136890445541,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4489,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
29,137247,LG,70UP8050PVB,,"Australia,New Zealand","Indonesia,South Korea",176.564,13320.7184,LCD (LED),0.4,0.0,0.0,153.0,N/A,N/A,561.0,Approved,2026-04-09,,Single product class,Available,4.5,,,4.799031899995404,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4438,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
30,137248,LG,32LT662MBTB,,"Australia,New Zealand","Indonesia,South Korea",80.043,2737.0770999999995,LCD (LED),0.4,0.0,0.0,33.0,N/A,N/A,123.0,Approved,2026-04-09,,Single product class,Available,5.0,,,5.299572454875552,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4439,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
31,137271,HISENSE,40A4G,,"Australia,New Zealand",China,100.332,4261.934154240001,LCD (LED),0.5,0.0,0.0,31.27,N/A,N/A,135.0,Approved,2026-05-21,,Single product class,Available,6.0,http://global.hisense.com/,http://www.hisense.com.au,6.527728250552346,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4490,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
32,137363,HISENSE,85U7G,,"Australia,New Zealand",China,214.783,19712.16,LCD (LED),0.28,0.0,0.0,227.42,N/A,N/A,952.0,Approved,2026-05-20,,Single product class,Available,4.0,http://global.hisense.com/,,4.112224590866406,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4486,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
33,137382,EKO,K75USG,K75USG,Australia,China,189.442,15337.79,LCD (LED),0.34,0.46,7.0,191.4,N/A,N/A,758.0,Approved,2026-04-16,,Single product class,Available,4.0,http://www.ayonz.com/,,4.052634931284711,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4446,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
34,137382,EKO,K750USG,K75USG,Australia,China,189.442,15337.79,LCD (LED),0.34,0.46,7.0,191.4,N/A,N/A,758.0,Approved,2026-04-16,,Single product class,Available,4.0,http://www.ayonz.com/,,4.052634931284711,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4446,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
35,137383,EKO,K550USG,,Australia,China,138.897,8252.2,LCD (LED),0.34,0.34,7.0,72.3,N/A,N/A,273.0,Approved,2026-04-16,,Single product class,Available,6.0,http://www.ayonz.com/,,6.016298854719112,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4447,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
36,137506,kogan,KALED32RH9210STB,KALED32RH9210STB,"Australia,Fiji,New Zealand",China,79.967,2732.2400000000002,LCD (LED),0.3,0.0,0.0,28.0,N/A,N/A,104.0,Approved,2026-04-23,,Single product class,Available,6.0,,,6.04521473860549,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4452,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
37,137506,kogan,KALED32RH9220STB,KALED32RH9210STB,"Australia,Fiji,New Zealand",China,79.967,2732.2400000000002,LCD (LED),0.3,0.0,0.0,28.0,N/A,N/A,104.0,Approved,2026-04-23,,Single product class,Available,6.0,,,6.04521473860549,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4452,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
38,137536,HISENSE,85U8G,,"Australia,New Zealand",China,214.783,19712.16,LCD (LED),0.292,0.0,0.0,228.29,N/A,N/A,952.0,Approved,2026-06-09,,Single product class,Available,4.0,http://global.hisense.com/,http://www.hisense.com.au,4.112224590866406,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4511,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
39,137550,JVC,AV-HQ507115A,,"Australia,Fiji",China,125.731,6754.867344,LCD (LED),-,-,-,56.97,N/A,N/A,256.0,Approved,2026-05-11,,Single product class,Available,5.0,,,5.484217148959526,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,Internal,Analogue/Digital,AS/NZS 62087.1:2010,ATV4479,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
40,137492,CAIXUN,LE-32K1,"LE-32K1, LE-32S1, LE-32F2","Australia,New Zealand",China,80.19,2747.07,LCD,0.37,0.0,0.0,25.21,N/A,N/A,98.0,Approved,2026-04-30,,Single product class,Available,6.0,,,6.330835824725629,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Digital,AS/NZS 62087.1:2010,ATV4470,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
41,137492,CAIXUN,LE-32S1,"LE-32K1, LE-32S1, LE-32F2","Australia,New Zealand",China,80.19,2747.07,LCD,0.37,0.0,0.0,25.21,N/A,N/A,98.0,Approved,2026-04-30,,Single product class,Available,6.0,,,6.330835824725629,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Digital,AS/NZS 62087.1:2010,ATV4470,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
42,137492,CAIXUN,LE-32F2,"LE-32K1, LE-32S1, LE-32F2","Australia,New Zealand",China,80.19,2747.07,LCD,0.37,0.0,0.0,25.21,N/A,N/A,98.0,Approved,2026-04-30,,Single product class,Available,6.0,,,6.330835824725629,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Digital,AS/NZS 62087.1:2010,ATV4470,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
43,137492,CAIXUN,"LE-32K1, LE-32S1, LE-32F2","LE-32K1, LE-32S1, LE-32F2","Australia,New Zealand",China,80.19,2747.07,LCD,0.37,0.0,0.0,25.21,N/A,N/A,98.0,Approved,2026-04-30,,Single product class,Available,6.0,,,6.330835824725629,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_6_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-6.png,Internal,Digital,AS/NZS 62087.1:2010,ATV4470,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
44,137575,CAIXUN,LE-43N1,"LE-43N1, LE-43F2, LE-43S1","Australia,Fiji,New Zealand",Australia,107.988,4973.76,LCD,0.41,0.0,0.0,59.24,N/A,N/A,220.0,Approved,2026-04-28,,Single product class,Available,4.5,,,4.9399410860390915,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Digital,AS/NZS 62087.1:2010,ATV4465,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
45,137575,CAIXUN,LE-43F2,"LE-43N1, LE-43F2, LE-43S1","Australia,Fiji,New Zealand",Australia,107.988,4973.76,LCD,0.41,0.0,0.0,59.24,N/A,N/A,220.0,Approved,2026-04-28,,Single product class,Available,4.5,,,4.9399410860390915,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Digital,AS/NZS 62087.1:2010,ATV4465,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
46,137575,CAIXUN,LE-43S1,"LE-43N1, LE-43F2, LE-43S1","Australia,Fiji,New Zealand",Australia,107.988,4973.76,LCD,0.41,0.0,0.0,59.24,N/A,N/A,220.0,Approved,2026-04-28,,Single product class,Available,4.5,,,4.9399410860390915,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Digital,AS/NZS 62087.1:2010,ATV4465,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
47,137575,CAIXUN,"LE-43N1, LE-43F2, LE-43S1","LE-43N1, LE-43F2, LE-43S1","Australia,Fiji,New Zealand",Australia,107.988,4973.76,LCD,0.41,0.0,0.0,59.24,N/A,N/A,220.0,Approved,2026-04-28,,Single product class,Available,4.5,,,4.9399410860390915,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,Internal,Digital,AS/NZS 62087.1:2010,ATV4465,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
48,137578,CAIXUN,LE-40N1,"LE-40N1, LE-40F2, LE-40S1","Australia,New Zealand",Australia,100.266,4262.22,LCD,0.39,0.0,0.0,38.82,N/A,N/A,155.0,Approved,2026-04-29,,Single product class,Available,5.5,,,5.9088766847059,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,Internal,Digital,AS/NZS 62087.1:2010,ATV4467,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
49,137578,CAIXUN,LE-40F2,"LE-40N1, LE-40F2, LE-40S1","Australia,New Zealand",Australia,100.266,4262.22,LCD,0.39,0.0,0.0,38.82,N/A,N/A,155.0,Approved,2026-04-29,,Single product class,Available,5.5,,,5.9088766847059,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.5.png,Internal,Digital,AS/NZS 62087.1:2010,ATV4467,Greenhouse and Energy Minimum Standards (Televisions) Determination 2013
